航班日期,实际销售额（sale_volume）
2023/7/30,211805
2023/7/30,136300
2023/7/31,206345
2023/7/31,121795.5
2023/7/31,101300
2023/7/31,33175
2023/7/31,174036
2023/7/31,8150
2023/8/1,101295
2023/8/1,100900.5
2023/8/1,238008
2023/8/1,170380
2023/8/1,180995
2023/8/1,208490
2023/8/1,125764
2023/8/2,76774
2023/8/2,213039
2023/8/2,105497
2023/8/2,101677.55
2023/8/2,96118
2023/8/2,207874
2023/8/2,134684
2023/8/2,135489
2023/8/3,118928
2023/8/3,218163
2023/8/3,212847
2023/8/3,93290.55
2023/8/3,107419
2023/8/3,168404.5
2023/8/3,196046
2023/8/3,88027
2023/8/4,185147.75
2023/8/4,203817
2023/8/4,220352
2023/8/4,109367
2023/8/4,112376.5
2023/8/4,97515
2023/8/4,153229
2023/8/4,237103
2023/8/5,105037
2023/8/5,179291
2023/8/5,116626
2023/8/5,117199
2023/8/5,226047
2023/8/5,96589
2023/8/5,134158
2023/8/5,198726
2023/8/6,137353
2023/8/6,142786
2023/8/6,271433
2023/8/6,259257.67
2023/8/6,137758
2023/8/6,121925
2023/8/6,273681
2023/8/6,145282
2023/8/7,230485
2023/8/7,98440
2023/8/7,241566
2023/8/7,215380
2023/8/7,150359
2023/8/7,137336.8
2023/8/7,248912
2023/8/7,142327
2023/8/8,248209
2023/8/8,231385
2023/8/8,139076
2023/8/8,110877.38
2023/8/8,224854
2023/8/8,197235
2023/8/8,105778
2023/8/8,106075
2023/8/9,109396
2023/8/9,114026.75
2023/8/9,245809
2023/8/9,177389
2023/8/9,106525
2023/8/9,263817
2023/8/9,198718.75
2023/8/9,106758
2023/8/10,241554
2023/8/10,123239.5
2023/8/10,186493
2023/8/10,217305
2023/8/10,138967
2023/8/10,264550
2023/8/10,123599.34
2023/8/10,129455
2023/8/11,274563
2023/8/11,124368
2023/8/11,187813
2023/8/11,189036
2023/8/11,147418
2023/8/11,151650
2023/8/11,219739
2023/8/12,179247
2023/8/12,127617
2023/8/12,151955
2023/8/12,91069
2023/8/12,241450
2023/8/12,136467
2023/8/12,141564.09
2023/8/12,136418
2023/8/13,136160
2023/8/13,252526.76
2023/8/13,173120
2023/8/13,148220
2023/8/13,123010
2023/8/13,135581.25
2023/8/13,170692.25
2023/8/13,164791.7
2023/8/14,208387
2023/8/14,246445
2023/8/14,128166
2023/8/14,135098
2023/8/14,270535
2023/8/14,130557.43
2023/8/14,97372
2023/8/15,212225
2023/8/15,235426
2023/8/15,116775
2023/8/15,179866
2023/8/15,127628
2023/8/15,123205
2023/8/15,248669
2023/8/15,124352.13
2023/8/16,274896
2023/8/16,268740
2023/8/16,120680
2023/8/16,144265
2023/8/16,138149
2023/8/16,230370
2023/8/16,142615.67
2023/8/16,194775
2023/8/17,147425
2023/8/17,151726
2023/8/17,185325
2023/8/17,272218
2023/8/17,297855
2023/8/17,115297
2023/8/17,252918
2023/8/17,123290.5
2023/8/18,294460
2023/8/18,141760
2023/8/18,167155
2023/8/18,236813.72
2023/8/18,184168
2023/8/18,123569
2023/8/18,190500
2023/8/18,250178
2023/8/19,106038.5
2023/8/19,122785
2023/8/19,211817
2023/8/19,260968
2023/8/19,192253
2023/8/19,203425
2023/8/19,121093.28
2023/8/19,126019
2023/8/20,274716
2023/8/20,197902
2023/8/20,143850
2023/8/20,322685
2023/8/20,302160
2023/8/20,150780
2023/8/20,158668
2023/8/20,138991.5
2023/8/21,97860
2023/8/21,206145
2023/8/21,126977
2023/8/21,123966
2023/8/21,147380.4
2023/8/21,203825
2023/8/21,289628
2023/8/21,216570
2023/8/22,108987
2023/8/22,108757.6
2023/8/22,228042
2023/8/22,113328
2023/8/22,200414
2023/8/22,118020
2023/8/22,167609
2023/8/22,224586
2023/8/23,90404
2023/8/23,167077
2023/8/23,203447
2023/8/23,139899
2023/8/23,134902.9
2023/8/23,248628
2023/8/23,235284
2023/8/23,118710
2023/8/24,222145
2023/8/24,164223
2023/8/24,106281
2023/8/24,126007
2023/8/24,125241
2023/8/24,227947
2023/8/24,219848
2023/8/24,111994
2023/8/25,181786
2023/8/25,241095
2023/8/25,276612.67
2023/8/25,133857.07
2023/8/25,130194
2023/8/25,163484.22
2023/8/25,259165
2023/8/25,110500
2023/8/26,101066
2023/8/26,175518.4
2023/8/26,84606
2023/8/26,222731
2023/8/26,176703
2023/8/26,127775.7
2023/8/26,168431
2023/8/26,80168
2023/8/27,131067
2023/8/27,226811.9
2023/8/27,71271
2023/8/27,98947
2023/8/27,162483
2023/8/27,147971
2023/8/27,190653
2023/8/27,243828
2023/8/28,54597
2023/8/28,115725
2023/8/28,89095
2023/8/28,209777
2023/8/28,187963
2023/8/28,109781.9
2023/8/28,242456
2023/8/28,155054
2023/8/29,180990
2023/8/29,90296.49
2023/8/29,162187
2023/8/29,94145.6
2023/8/29,127393
2023/8/29,105688
2023/8/29,98247
2023/8/29,173935
2023/8/30,77360.93
2023/8/30,76913
2023/8/30,119815
2023/8/30,101805
2023/8/30,134008
2023/8/30,250882.53
2023/8/30,161819
2023/8/30,184216
2023/8/31,134785
2023/8/31,175094
2023/8/31,93538
2023/8/31,125105
2023/8/31,100086
2023/8/31,172925
2023/8/31,210221.9
2023/9/1,208275
2023/9/1,107130
2023/9/1,114068
2023/9/1,225504
2023/9/1,102239
2023/9/1,200259.34
2023/9/1,152006
2023/9/2,84171.52
2023/9/2,136632
2023/9/2,148630
2023/9/2,194689
2023/9/2,175241
2023/9/2,82441
2023/9/2,51600
2023/9/2,90045
2023/9/3,211130
2023/9/3,77538
2023/9/3,180418
2023/9/3,110017
2023/9/3,75624
2023/9/3,94554.8
2023/9/3,109280
2023/9/3,84953
2023/9/4,108827
2023/9/4,173586
2023/9/4,161717
2023/9/4,92849.17
2023/9/4,169544
2023/9/4,69169
2023/9/4,99737
2023/9/4,166078
2023/9/5,88590
2023/9/5,109544
2023/9/5,157629
2023/9/5,205195
2023/9/5,179317
2023/9/5,86480
2023/9/5,201775
2023/9/5,114940
2023/9/6,152050
2023/9/6,97306.4
2023/9/6,95620
2023/9/6,199588
2023/9/6,166933.75
2023/9/6,121098
2023/9/6,258570
2023/9/6,128829
2023/9/7,119020
2023/9/7,167045
2023/9/7,207688
2023/9/7,112135
2023/9/7,96229
2023/9/7,117790
2023/9/7,228579
2023/9/7,199817
2023/9/8,98980
2023/9/8,160086
2023/9/8,116506
2023/9/8,143858
2023/9/8,156434
2023/9/8,203314
2023/9/8,290219
2023/9/8,297511
2023/9/9,101047
2023/9/9,147350
2023/9/9,78208
2023/9/9,168984
2023/9/9,88855.4
2023/9/9,153566
2023/9/9,195639
2023/9/9,77448
2023/9/10,127015
2023/9/10,66467
2023/9/10,109120
2023/9/10,248702
2023/9/10,102643
2023/9/10,200436
2023/9/10,116735
2023/9/10,154246
2023/9/11,202947
2023/9/11,222974
2023/9/11,103596
2023/9/11,85047
2023/9/11,125328
2023/9/11,81350
2023/9/11,193475
2023/9/11,155196
2023/9/12,206817.4
2023/9/12,87439
2023/9/12,197279
2023/9/12,89743.81
2023/9/12,172532
2023/9/12,81040
2023/9/12,174050
2023/9/13,153432.75
2023/9/13,202655
2023/9/13,151628
2023/9/13,122219
2023/9/13,240048
2023/9/13,90014.18
2023/9/13,112889
2023/9/13,82040
2023/9/14,115489
2023/9/14,195149
2023/9/14,198639
2023/9/14,103229
2023/9/14,99639
2023/9/14,133296
2023/9/14,199217
2023/9/14,90269.55
2023/9/15,149384
2023/9/15,108875
2023/9/15,127052
2023/9/15,306773
2023/9/15,210047
2023/9/15,297372
2023/9/15,146390
2023/9/15,176164
2023/9/16,97945
2023/9/16,69943
2023/9/16,149019
2023/9/16,151132
2023/9/16,71755
2023/9/16,91115.8
2023/9/16,183776
2023/9/16,178286
2023/9/17,134267
2023/9/17,185778
2023/9/17,144268
2023/9/17,87634.54
2023/9/17,113321
2023/9/17,104612
2023/9/17,135684.11
2023/9/17,165855
2023/9/18,129088
2023/9/18,117585
2023/9/18,157409
2023/9/18,94816
2023/9/18,244993.4
2023/9/18,69369
2023/9/19,116810
2023/9/19,98676
2023/9/19,103065
2023/9/19,97665.8
2023/9/19,228548
2023/9/19,181108
2023/9/19,120338
2023/9/20,171309
2023/9/20,183998.51
2023/9/20,270424
2023/9/20,124478
2023/9/20,179538
2023/9/20,86293
2023/9/20,106533
2023/9/20,134709
2023/9/21,250927.4
2023/9/21,145266
2023/9/21,128348
2023/9/21,100078
2023/9/21,112848.85
2023/9/21,224504
2023/9/21,211350
2023/9/21,156700
2023/9/22,362996
2023/9/22,372974
2023/9/22,295557
2023/9/22,116523.25
2023/9/22,163866
2023/9/22,212534
2023/9/22,141900
2023/9/22,158370
2023/9/23,90509
2023/9/23,85121.5
2023/9/23,249928
2023/9/23,121770.74
2023/9/23,143934
2023/9/23,97641
2023/9/23,178429
2023/9/23,167460
2023/9/24,136873
2023/9/24,130677
2023/9/24,118351
2023/9/24,128370
2023/9/24,98731.38
2023/9/24,198622
2023/9/24,175252
2023/9/24,284275
2023/9/25,178895
2023/9/25,97100
2023/9/25,101698
2023/9/25,89390
2023/9/25,92866.12
2023/9/25,190646
2023/9/25,255415
2023/9/25,206068
2023/9/26,100419
2023/9/26,134580
2023/9/26,192895
2023/9/26,120038
2023/9/26,128479
2023/9/26,75974.05
2023/9/26,171046
2023/9/27,246804
2023/9/27,149448
2023/9/27,210660
2023/9/27,115638.62
2023/9/27,240831
2023/9/27,128791
2023/9/28,159776
2023/9/28,417035
2023/9/28,246740
2023/9/28,387634
2023/9/29,94261
2023/9/29,142160
2023/9/29,176540
2023/9/29,313191.91
2023/9/29,233200
2023/9/29,249025
2023/9/30,132983.6
2023/9/30,133970
2023/9/30,147880
2023/9/30,223875.67
2023/9/30,158950
2023/9/30,191481.33
2023/9/30,114400
2023/9/30,127930
2023/10/1,107182
2023/10/1,179381
2023/10/1,134220
2023/10/1,184598
2023/10/1,215817
2023/10/1,95759.63
2023/10/1,87387
2023/10/1,86167.5
2023/10/2,157874
2023/10/2,89677
2023/10/2,139399
2023/10/2,94485.71
2023/10/2,170421
2023/10/2,141398
2023/10/2,90965.5
2023/10/3,116501
2023/10/3,132799
2023/10/3,78442.28
2023/10/3,88875
2023/10/3,147203
2023/10/3,217332
2023/10/3,152538
2023/10/3,179815
2023/10/4,183669
2023/10/4,224280
2023/10/4,105480
2023/10/4,116375
2023/10/4,188560
2023/10/4,145853
2023/10/4,78244.19
2023/10/4,120770
2023/10/5,141868
2023/10/5,189710
2023/10/5,118639.35
2023/10/5,145000
2023/10/5,133115
2023/10/5,260365
2023/10/5,236174.76
2023/10/5,241360
2023/10/6,233899
2023/10/6,133090
2023/10/6,179065
2023/10/6,195460
2023/10/6,163203.87
2023/10/6,134250
2023/10/6,123750
2023/10/6,221790
2023/10/7,108369
2023/10/7,131805
2023/10/7,106348.8
2023/10/7,176277
2023/10/7,152185
2023/10/7,153826.5
2023/10/7,102395
2023/10/7,139362
2023/10/8,228910.68
2023/10/8,89104
2023/10/8,83379
2023/10/8,119887
2023/10/8,87014
2023/10/8,109407
2023/10/8,132634
2023/10/9,91269
2023/10/9,72640
2023/10/9,93379
2023/10/9,82619
2023/10/9,71029
2023/10/9,168385
2023/10/9,129324
2023/10/9,121623.55
2023/10/10,186478
2023/10/10,131740
2023/10/10,78540
2023/10/10,89170
2023/10/10,94452
2023/10/10,161497
2023/10/10,84472.78
2023/10/10,115772
2023/10/11,110350
2023/10/11,203155
2023/10/11,85475
2023/10/11,140850
2023/10/11,187549
2023/10/11,143379
2023/10/11,95529
2023/10/11,91267.5
2023/10/12,147349
2023/10/12,94990
2023/10/12,101817
2023/10/12,204299
2023/10/12,197939
2023/10/12,152907
2023/10/12,84047.7
2023/10/12,93729
2023/10/13,146550
2023/10/13,267805
2023/10/13,150787
2023/10/13,82444.8
2023/10/13,142610
2023/10/13,257943
2023/10/13,144200
2023/10/13,195102
2023/10/14,95890
2023/10/14,86616.5
2023/10/14,173434
2023/10/14,108284
2023/10/14,116223
2023/10/14,139576
2023/10/14,104807
2023/10/14,94313
2023/10/15,90628.06
2023/10/15,110520
2023/10/15,80263
2023/10/15,168610
2023/10/15,248110
2023/10/15,124518
2023/10/15,222989
2023/10/15,156710
2023/10/16,43859
2023/10/16,103582
2023/10/16,159513
2023/10/16,93469
2023/10/16,145698
2023/10/16,124844.04
2023/10/16,95765
2023/10/16,100455
2023/10/17,65620
2023/10/17,94311
2023/10/17,174495
2023/10/17,120926
2023/10/17,103209
2023/10/17,76898
2023/10/17,149277
2023/10/17,73140.3
2023/10/18,89750
2023/10/18,82639
2023/10/18,63250
2023/10/18,95220
2023/10/18,134128
2023/10/18,178980
2023/10/18,148305
2023/10/19,99000
2023/10/19,84947
2023/10/19,105879
2023/10/19,73309
2023/10/19,152879
2023/10/19,92870
2023/10/19,85038.4
2023/10/20,104619.1
2023/10/20,128915
2023/10/20,96670
2023/10/20,153740
2023/10/20,184929
2023/10/20,121130
2023/10/20,187582
2023/10/20,161296
2023/10/21,218303
2023/10/21,66415
2023/10/21,88757
2023/10/21,153314
2023/10/21,88518.5
2023/10/21,157219
2023/10/21,98989
2023/10/21,128647
2023/10/22,123632
2023/10/22,110840
2023/10/22,194348
2023/10/22,216539
2023/10/22,81403.95
2023/10/22,233422
2023/10/22,95590
2023/10/22,147870
2023/10/23,92955
2023/10/23,75390
2023/10/23,151387
2023/10/23,156630
2023/10/23,167948
2023/10/23,242996
2023/10/23,99980
2023/10/23,113659
2023/10/24,74530
2023/10/24,99479
2023/10/24,119197
2023/10/24,78201
2023/10/24,80915
2023/10/24,192252
2023/10/24,155790
2023/10/24,192280
2023/10/25,206467
2023/10/25,115230
2023/10/25,179769
2023/10/25,146256
2023/10/25,75530
2023/10/25,69919
2023/10/25,234450
2023/10/25,122840
2023/10/26,188374
2023/10/26,129658
2023/10/26,202129
2023/10/26,243390
2023/10/26,91040.55
2023/10/26,82138
2023/10/26,109891
2023/10/26,109770
2023/10/27,149740
2023/10/27,210908
2023/10/27,214819
2023/10/27,362070
2023/10/27,92876.5
2023/10/27,179730
2023/10/27,349920
2023/10/28,141264
2023/10/28,81689
2023/10/28,144110
2023/10/28,171348
2023/10/28,192304
2023/10/28,90007
2023/10/29,127595
2023/10/29,98239
2023/10/29,213635
2023/10/29,75113
2023/10/29,88914
2023/10/29,181112
2023/10/29,170005
2023/10/29,64180
2023/10/30,44345
2023/10/30,121779
2023/10/30,72430
2023/10/30,126848
2023/10/30,91382.63
2023/10/30,88249
2023/10/31,184720
2023/10/31,64598
2023/10/31,131610
2023/10/31,128990
2023/10/31,112828
2023/10/31,57608
2023/11/1,132354
2023/11/1,66214
2023/11/1,121312.15
2023/11/1,180805
2023/11/1,131090
2023/11/2,33582.5
2023/11/2,85446
2023/11/2,76863.57
2023/11/2,48290
2023/11/2,74379
2023/11/2,153900
2023/11/3,110838
2023/11/3,236935
2023/11/3,184198
2023/11/3,95725.5
2023/11/3,233117
2023/11/3,71093
2023/11/3,62201
2023/11/3,224622
2023/11/4,93090
2023/11/4,148542
2023/11/4,121940
2023/11/4,80196
2023/11/4,65199
2023/11/4,60943.27
2023/11/4,92834
2023/11/4,117668
2023/11/5,60319
2023/11/5,251115
2023/11/5,77239
2023/11/5,93029
2023/11/5,133317
2023/11/5,239690
2023/11/5,172528
2023/11/5,79808
2023/11/6,98989
2023/11/6,149759
2023/11/6,122986
2023/11/6,123986
2023/11/6,132811
2023/11/6,65465
2023/11/6,95797.94
2023/11/6,145415
2023/11/7,78110.22
2023/11/7,152908
2023/11/7,152079
2023/11/7,159208
2023/11/7,121400
2023/11/7,132479
2023/11/7,75609
2023/11/8,165100
2023/11/8,73370
2023/11/8,118170
2023/11/8,139880
2023/11/8,74959
2023/11/8,179010
2023/11/8,140179.79
2023/11/8,156860
2023/11/9,138338.9
2023/11/9,87495.45
2023/11/9,170189
2023/11/9,74434
2023/11/9,152842
2023/11/9,81610
2023/11/9,119844
2023/11/9,179578
2023/11/10,263135
2023/11/10,238956.5
2023/11/10,78763.13
2023/11/10,141018
2023/11/10,232988.5
2023/11/10,207444.5
2023/11/10,80819
2023/11/10,106046.5
2023/11/11,71004
2023/11/11,143599
2023/11/11,96706
2023/11/11,49335
2023/11/11,75744
2023/11/11,90250
2023/11/11,115369
2023/11/11,97903
2023/11/12,220719.5
2023/11/12,66128.87
2023/11/12,164624
2023/11/12,169576
2023/11/12,59019
2023/11/12,154794
2023/11/12,105431
2023/11/12,71546.31
2023/11/13,118684
2023/11/13,97035.5
2023/11/13,67441
2023/11/13,114576
2023/11/13,48390
2023/11/13,131508
2023/11/13,132307
2023/11/13,80944.6
2023/11/14,65010
2023/11/14,61743
2023/11/14,116568
2023/11/14,69435
2023/11/14,138105
2023/11/14,95699
2023/11/14,127897
2023/11/14,142538
2023/11/15,124811.2
2023/11/15,73080
2023/11/15,79468.36
2023/11/15,59468.5
2023/11/15,176997
2023/11/15,123518
2023/11/15,104450
2023/11/15,205440
2023/11/16,196837
2023/11/16,135447.5
2023/11/16,169255
2023/11/16,137430
2023/11/16,99234
2023/11/16,80145.94
2023/11/16,73338
2023/11/16,68023.5
2023/11/17,76630
2023/11/17,244935
2023/11/17,285378.5
2023/11/17,105871
2023/11/17,216955
2023/11/17,78018
2023/11/17,235323
2023/11/17,104480
2023/11/18,101131
2023/11/18,75315
2023/11/18,102536
2023/11/18,76250
2023/11/18,116282
2023/11/18,47123
2023/11/18,52854
2023/11/19,136639
2023/11/19,66224
2023/11/19,69029.45
2023/11/19,143719
2023/11/19,88078
2023/11/19,139333
2023/11/19,55588
2023/11/19,163840
2023/11/20,90803
2023/11/20,88093
2023/11/20,34705
2023/11/20,87006
2023/11/20,49143.5
2023/11/20,91937
2023/11/20,60446.08
2023/11/20,64469
2023/11/21,60713.15
2023/11/21,95666
2023/11/21,60973
2023/11/21,24500
2023/11/21,139027
2023/11/21,112301
2023/11/21,58524
2023/11/21,97530
2023/11/22,63698
2023/11/22,102876
2023/11/22,56051
2023/11/22,180440
2023/11/22,71341.35
2023/11/22,164977
2023/11/22,139256
2023/11/22,127224
2023/11/23,120382.5
2023/11/23,153897
2023/11/23,124980
2023/11/23,63675
2023/11/23,174059
2023/11/23,72625.05
2023/11/23,70406
2023/11/23,127403
2023/11/24,191354
2023/11/24,69105.5
2023/11/24,211807
2023/11/24,247473
2023/11/24,94555
2023/11/24,228463
2023/11/24,108325
2023/11/24,84782
2023/11/25,110981
2023/11/25,106493
2023/11/25,79036.1
2023/11/25,88181
2023/11/25,91791
2023/11/25,68517
2023/11/25,52073
2023/11/25,91645
2023/11/26,185336
2023/11/26,181526
2023/11/26,163145
2023/11/26,121441
2023/11/26,55114
2023/11/26,163312
2023/11/26,70661.99
2023/11/26,85451
2023/11/27,119008
2023/11/27,124022
2023/11/27,126355
2023/11/27,129913
2023/11/27,67903
2023/11/27,110083
2023/11/28,112760.13
2023/11/28,108789
2023/11/28,163679
2023/11/28,86538
2023/11/28,143746
2023/11/28,66874
2023/11/28,51706
2023/11/28,118664
2023/11/29,68359
2023/11/29,170738
2023/11/29,105445
2023/11/29,112808
2023/11/29,67391.23
2023/11/29,169654
2023/11/29,111199
2023/11/29,61571.67
2023/11/30,135604
2023/11/30,107281
2023/11/30,168085
2023/11/30,69947.5
2023/11/30,60626.28
2023/11/30,59169
2023/11/30,173686
2023/11/30,122992
2023/12/1,214765
2023/12/1,207881
2023/12/1,69177.36
2023/12/1,211994
2023/12/1,116196
2023/12/1,198353
2023/12/1,95830
2023/12/2,51463.94
2023/12/2,85796
2023/12/2,107874
2023/12/2,85788
2023/12/2,39000
2023/12/2,47657
2023/12/2,101391
2023/12/2,112732
2023/12/3,37093
2023/12/3,161645
2023/12/3,161013
2023/12/3,139637
2023/12/3,63982.93
2023/12/3,80631
2023/12/3,137653
2023/12/4,54448
2023/12/4,126771
2023/12/4,105355
2023/12/4,133344
2023/12/4,134655
2023/12/4,78405.76
2023/12/4,95633
2023/12/4,54027
2023/12/5,124979
2023/12/5,137951
2023/12/5,94754
2023/12/5,89037
2023/12/5,58831
2023/12/5,58080
2023/12/5,119635
2023/12/5,49796.4
2023/12/6,118602
2023/12/6,118790
2023/12/6,62309
2023/12/6,60630
2023/12/6,72913.9
2023/12/6,89610
2023/12/6,170850
2023/12/6,133619
2023/12/7,124332
2023/12/7,176795
2023/12/7,121943
2023/12/7,68284.4
2023/12/7,127156
2023/12/7,143215
2023/12/7,65111
2023/12/7,65957
2023/12/8,228604
2023/12/8,252052
2023/12/8,190783
2023/12/8,76999
2023/12/8,98722
2023/12/8,193693
2023/12/8,109077
2023/12/8,83744.06
2023/12/9,105509
2023/12/9,52917
2023/12/9,46564
2023/12/9,81843.24
2023/12/9,92296
2023/12/9,58639.1
2023/12/9,99653
2023/12/9,90663
2023/12/10,151162
2023/12/10,166291
2023/12/10,108823
2023/12/10,172762
2023/12/10,78987
2023/12/10,44988
2023/12/10,185092
2023/12/10,65296.2
2023/12/11,117065
2023/12/11,115343
2023/12/11,112640
2023/12/11,72278
2023/12/11,57735
2023/12/11,128868
2023/12/11,76154.8
2023/12/11,120728.84
2023/12/12,65048
2023/12/12,97500
2023/12/12,137634
2023/12/12,52105
2023/12/12,127509
2023/12/12,123721
2023/12/12,88689
2023/12/13,91578.08
2023/12/13,194072
2023/12/13,171599
2023/12/13,122080
2023/12/13,167693
2023/12/13,88508.75
2023/12/13,119709
2023/12/13,50579
2023/12/14,32155
2023/12/14,68439.44
2023/12/14,1950
2023/12/14,223290
2023/12/14,1300
2023/12/14,95386
2023/12/14,78327
2023/12/14,219763.24
2023/12/15,51412
2023/12/15,38885
2023/12/15,175883
2023/12/15,250533
2023/12/15,296225
2023/12/15,25169.05
2023/12/15,133196.5
2023/12/15,47610
2023/12/16,80868
2023/12/16,111561
2023/12/16,85602
2023/12/16,48344
2023/12/16,86169.57
2023/12/16,81159
2023/12/16,75309
2023/12/16,115962.34
2023/12/17,134283
2023/12/17,64015
2023/12/17,91167
2023/12/17,102341
2023/12/17,90689.59
2023/12/17,79877.5
2023/12/17,151311
2023/12/17,83552.2
2023/12/18,70023.8
2023/12/18,81350
2023/12/18,111561
2023/12/18,112031
2023/12/18,64252
2023/12/18,55923
2023/12/18,48978
2023/12/18,68213
2023/12/19,95609
2023/12/19,63027.58
2023/12/19,62457
2023/12/19,137687
2023/12/19,89636
2023/12/19,71043
2023/12/19,62223
2023/12/19,95813
2023/12/20,155387
2023/12/20,99548
2023/12/20,74122
2023/12/20,60166
2023/12/20,115640
2023/12/20,189073
2023/12/20,104246
2023/12/20,64267.06
2023/12/21,65396
2023/12/21,64097.98
2023/12/21,20398
2023/12/21,112507
2023/12/21,64260
2023/12/21,92724
2023/12/21,170945
2023/12/21,24870
2023/12/22,34069
2023/12/22,143459
2023/12/22,208974
2023/12/22,16527
2023/12/22,74975.57
2023/12/22,95673
2023/12/22,119725
2023/12/22,89158
2023/12/23,110261
2023/12/23,20915
2023/12/23,8768.7
2023/12/23,44423.33
2023/12/23,42943
2023/12/23,54170
2023/12/23,69392.5
2023/12/23,76948
2023/12/24,88414.78
2023/12/24,134970
2023/12/24,17370
2023/12/24,157652
2023/12/24,11669
2023/12/24,86463
2023/12/24,77352
2023/12/25,77812.1
2023/12/25,15430
2023/12/25,181299
2023/12/25,48098
2023/12/25,91255
2023/12/25,71554
2023/12/25,87793
2023/12/25,31663
2023/12/26,51671
2023/12/26,73173.9
2023/12/26,77057
2023/12/26,17960
2023/12/26,26132
2023/12/26,166735
2023/12/26,82078.5
2023/12/27,24310
2023/12/27,70747.5
2023/12/27,191522
2023/12/27,100150
2023/12/27,99546
2023/12/27,62905
2023/12/27,67152.85
2023/12/27,16180
2023/12/28,16523
2023/12/28,113514
2023/12/28,171543
2023/12/28,96187
2023/12/28,101207
2023/12/28,27565
2023/12/28,79985.64
2023/12/28,82220
2023/12/29,35510
2023/12/29,31210
2023/12/29,197640
2023/12/29,227252
2023/12/29,97683.4
2023/12/29,120140
2023/12/29,157478
2023/12/29,166973.6
2023/12/30,60379.33
2023/12/30,178015.31
2023/12/30,82689.23
2023/12/30,74860
2023/12/30,5610
2023/12/30,222440
2023/12/30,10755
2023/12/30,98682.5
2023/12/31,67954
2023/12/31,111354
2023/12/31,56517.2
2023/12/31,64914
2023/12/31,10620
2023/12/31,107639
2023/12/31,840.4
2023/12/31,46634.08
